,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source
"400 7 1/2TH ST SW, Charlottesville, VA",38.019825,-78.488137,0.9,range_interpolation,400,1st St,,,Charlottesville,VA,Albemarle County,22902,US,TIGER/Line® dataset from the US Census Bureau
"1400 BRIARCLIFF AVE, Charlottesville, VA",38.024393,-78.4987,1,range_interpolation,1400,Briarcliff Ave,,,Charlottesville,VA,Albemarle County,22903,US,TIGER/Line® dataset from the US Census Bureau
"100 2ND ST NW, Charlottesville, VA",38.031377,-78.481967,1,rooftop,100,2nd St NW,,,Charlottesville,VA,Albemarle County,22902,US,Virginia Geographic Information Network (VGIN)
"1500 UNIVERSITY AVE, Charlottesville, VA",38.034988,-78.500296,0.72,nearest_rooftop_match,1501,University Ave,,,Charlottesville,VA,Albemarle County,22903,US,Virginia Geographic Information Network (VGIN)
"NA MONTICELLO AVE @ AVON ST, Charlottesville, VA",38.026588,-78.48045,1,place,,,,,Charlottesville,VA,Charlottesville city,22902,US,TIGER/Line® dataset from the US Census Bureau
"300 PALATINE AVE, Charlottesville, VA",38.014858,-78.479282,1,range_interpolation,300,Palatine Ave,,,Charlottesville,VA,Albemarle County,22902,US,TIGER/Line® dataset from the US Census Bureau
"200 MAURY AVE, Charlottesville, VA",38.027131,-78.516331,1,range_interpolation,200,Maury Ave,,,Charlottesville,VA,Albemarle County,22903,US,TIGER/Line® dataset from the US Census Bureau
"1300 LONG ST, Charlottesville, VA",38.035319,-78.4627,1,rooftop,1300,Long St,,,Charlottesville,VA,Albemarle County,22901,US,City of Charlottesville
"600 MARKET ST, Charlottesville, VA",38.030267,-78.477549,0.8,range_interpolation,600,Market St E,,,Charlottesville,VA,Albemarle County,22902,US,TIGER/Line® dataset from the US Census Bureau
"800 CHERRY AVE, Charlottesville, VA",38.028394,-78.4925,1,range_interpolation,800,Cherry Ave,,,Charlottesville,VA,Albemarle County,22903,US,TIGER/Line® dataset from the US Census Bureau
"400 MAIN ST, Charlottesville, VA",38.029803,-78.479272,0.9,rooftop,400,E Main St,,,Charlottesville,VA,Albemarle County,22902,US,City of Charlottesville
"1000 GROVE ST, Charlottesville, VA",38.029675,-78.497094,1,rooftop,1000,Grove St,,,Charlottesville,VA,Albemarle County,22902,US,City of Charlottesville
"700 ORANGEDALE AVE, Charlottesville, VA",38.024675,-78.495376,1,rooftop,700,Orangedale Ave,,,Charlottesville,VA,Albemarle County,22903,US,City of Charlottesville
"500 HARRIS RD, Charlottesville, VA",38.014946,-78.503703,1,range_interpolation,500,Harris Rd,,,Charlottesville,VA,Albemarle County,22903,US,TIGER/Line® dataset from the US Census Bureau
"400 DICE ST, Charlottesville, VA",38.028647,-78.487527,1,range_interpolation,400,Dice St,,,Charlottesville,VA,Albemarle County,22903,US,TIGER/Line® dataset from the US Census Bureau
"100 LANKFORD AVE, Charlottesville, VA",38.021191,-78.487098,1,rooftop,100,Lankford Ave,,,Charlottesville,VA,Albemarle County,22902,US,City of Charlottesville
"1500 UNIVERSITY AVE, Charlottesville, VA",38.034988,-78.500296,0.72,nearest_rooftop_match,1501,University Ave,,,Charlottesville,VA,Albemarle County,22903,US,Virginia Geographic Information Network (VGIN)
"300 MONTE VISTA AVE, Charlottesville, VA",38.013079,-78.514521,1,rooftop,300,Monte Vista Ave,,,Charlottesville,VA,Albemarle County,22903,US,City of Charlottesville
"200 HARTMANS MILL RD, Charlottesville, VA",38.019704,-78.488399,1,rooftop,200,Hartman's Mill Rd,,,Charlottesville,VA,Albemarle County,22902,US,City of Charlottesville
"800 NALLE ST, Charlottesville, VA",38.029579,-78.492588,1,range_interpolation,800,Nalle St,,,Charlottesville,VA,Albemarle County,22903,US,TIGER/Line® dataset from the US Census Bureau
"800 NALLE ST, Charlottesville, VA",38.029579,-78.492588,1,range_interpolation,800,Nalle St,,,Charlottesville,VA,Albemarle County,22903,US,TIGER/Line® dataset from the US Census Bureau
"800 CONCORD AVE, Charlottesville, VA",38.038754,-78.485701,1,rooftop,800,Concord Ave,,,Charlottesville,VA,Albemarle County,22903,US,City of Charlottesville
"1500 UNIVERSITY AVE, Charlottesville, VA",38.034988,-78.500296,0.72,nearest_rooftop_match,1501,University Ave,,,Charlottesville,VA,Albemarle County,22903,US,Virginia Geographic Information Network (VGIN)
"900 PAGE ST, Charlottesville, VA",38.034765,-78.492001,1,rooftop,900,Page St,,,Charlottesville,VA,Albemarle County,22903,US,City of Charlottesville
"1400 WESTWOOD RD, Charlottesville, VA",38.044993,-78.479702,1,range_interpolation,1400,Westwood Rd,,,Charlottesville,VA,Albemarle County,22903,US,TIGER/Line® dataset from the US Census Bureau
"400 MONTICELLO RD, Charlottesville, VA",38.025401,-78.476047,1,range_interpolation,400,Monticello Rd,,,Charlottesville,VA,Albemarle County,22902,US,TIGER/Line® dataset from the US Census Bureau
"800 HARDY DR, Charlottesville, VA",38.033559,-78.490241,1,range_interpolation,800,Hardy Dr,,,Charlottesville,VA,Albemarle County,22903,US,TIGER/Line® dataset from the US Census Bureau
"300 MAIN ST, Charlottesville, VA",38.030167,-78.485534,0.9,rooftop,300,W Main St,,,Charlottesville,VA,Albemarle County,22902,US,City of Charlottesville
"1100 EMMET ST, Charlottesville, VA",38.051498,-78.5002,0.9,range_interpolation,1100,Emmet St N,,,Charlottesville,VA,Albemarle County,22903,US,TIGER/Line® dataset from the US Census Bureau
"200 CARLTON RD, Charlottesville, VA",38.02338,-78.468643,1,rooftop,200,Carlton Rd,,,Charlottesville,VA,Albemarle County,22902,US,City of Charlottesville
"1200 WERTLAND ST, Charlottesville, VA",38.034171,-78.496505,1,rooftop,1200,Wertland St,,,Charlottesville,VA,Albemarle County,22903,US,Virginia Geographic Information Network (VGIN)
"2100 MICHIE DR, Charlottesville, VA",38.065057,-78.48225,1,rooftop,2100,Michie Dr,,,Charlottesville,VA,Albemarle County,22901,US,City of Charlottesville
"100 6TH ST NW, Charlottesville, VA",38.030929,-78.48836,1,range_interpolation,100,6th St NW,,,Charlottesville,VA,Albemarle County,22903,US,TIGER/Line® dataset from the US Census Bureau
"1600 CEDAR HILL RD, Charlottesville, VA",38.059223,-78.49961,1,rooftop,1600,Cedar Hill Rd,,,Charlottesville,VA,Albemarle County,22901,US,City of Charlottesville
"500 E MARKET ST, Charlottesville, VA",38.030358,-78.478079,1,rooftop,500,E Market St,,,Charlottesville,VA,Albemarle County,22902,US,City of Charlottesville
"1800 HYDRAULIC RD, Charlottesville, VA",38.060222,-78.490328,1,range_interpolation,1800,Hydraulic Rd,,,Charlottesville,VA,Albemarle County,22901,US,TIGER/Line® dataset from the US Census Bureau
"100 STRIBLING AVE, Charlottesville, VA",38.024348,-78.514989,1,range_interpolation,100,Stribling Ave,,,Charlottesville,VA,Albemarle County,22903,US,TIGER/Line® dataset from the US Census Bureau
"1500 GREEN ST, Charlottesville, VA",38.016703,-78.480816,1,rooftop,1500,Green St,,,Charlottesville,VA,Albemarle County,22902,US,City of Charlottesville
"700 PROSPECT AVE, Charlottesville, VA",38.024646,-78.494399,1,rooftop,700,Prospect Ave,,,Charlottesville,VA,Albemarle County,22903,US,Virginia Geographic Information Network (VGIN)
"100 3RD ST SE, Charlottesville, VA",38.030472,-78.479998,1,range_interpolation,100,3rd St SE,,,Charlottesville,VA,Albemarle County,22902,US,TIGER/Line® dataset from the US Census Bureau
"300 SPRUCE ST, Charlottesville, VA",38.025191,-78.471217,1,range_interpolation,300,Spruce St,,,Charlottesville,VA,Albemarle County,22902,US,TIGER/Line® dataset from the US Census Bureau
"400 GARRETT ST, Charlottesville, VA",38.027754,-78.481638,1,rooftop,400,Garrett St,,,Charlottesville,VA,Albemarle County,22902,US,Virginia Geographic Information Network (VGIN)
"2300 ANGUS RD, Charlottesville, VA",38.061269,-78.497998,1,rooftop,2300,Angus Rd,,,Charlottesville,VA,Albemarle County,22901,US,City of Charlottesville
"400 W MAIN ST, Charlottesville, VA",38.030616,-78.487044,1,range_interpolation,400,W Main St,,,Charlottesville,VA,Albemarle County,22903,US,TIGER/Line® dataset from the US Census Bureau
"1700 HYDRAULIC RD, Charlottesville, VA",38.058532,-78.488855,1,range_interpolation,1700,Hydraulic Rd,,,Charlottesville,VA,Albemarle County,22901,US,TIGER/Line® dataset from the US Census Bureau
"600 ROCK CREEK RD, Charlottesville, VA",38.053357,-78.426068,0.9,rooftop,600,Rocky Hollow Rd,,,Charlottesville,VA,Albemarle County,22911,US,Albemarle
"2100 JEFFERSON PARK AVE, Charlottesville, VA",38.02611,-78.513611,1,rooftop,2100,Jefferson Park Ave,,,Charlottesville,VA,Albemarle County,22901,US,City of Charlottesville
"1500 DAIRY RD, Charlottesville, VA",38.052849,-78.48642,1,range_interpolation,1500,Dairy Rd,,,Charlottesville,VA,Albemarle County,22903,US,TIGER/Line® dataset from the US Census Bureau
"1000 ST CLAIR AVE, Charlottesville, VA",38.026588,-78.48045,0.33,place,,,,,Charlottesville,VA,Charlottesville city,22902,US,TIGER/Line® dataset from the US Census Bureau
"2100 TARLETON DR, Charlottesville, VA",38.061521,-78.470829,1,rooftop,2100,Tarleton Dr,,,Charlottesville,VA,Albemarle County,22901,US,City of Charlottesville
"900 EMMET ST N, Charlottesville, VA",38.048623,-78.503011,1,rooftop,900,Emmet St N,,,Charlottesville,VA,Albemarle County,22903,US,City of Charlottesville
"300 E MAIN ST, Charlottesville, VA",38.029931,-78.48003,1,rooftop,300,E Main St,,,Charlottesville,VA,Albemarle County,22902,US,Virginia Geographic Information Network (VGIN)
"1100 5TH ST SW, Charlottesville, VA",38.014495,-78.50005,1,range_interpolation,1100,5th St SW,,,Charlottesville,VA,Albemarle County,22902,US,TIGER/Line® dataset from the US Census Bureau
"200 W MAIN ST, Charlottesville, VA",38.030748,-78.482695,1,rooftop,200,W Main St,,,Charlottesville,VA,Albemarle County,22901,US,City of Charlottesville
"100 GARRETT ST, Charlottesville, VA",38.029242,-78.484014,1,range_interpolation,100,Garrett St,,,Charlottesville,VA,Albemarle County,22902,US,TIGER/Line® dataset from the US Census Bureau
"1000 SHERIDAN AVE, Charlottesville, VA",38.041622,-78.465175,1,range_interpolation,1000,Sheridan Ave,,,Charlottesville,VA,Albemarle County,22901,US,TIGER/Line® dataset from the US Census Bureau
"NA MONTROSE AVE, Charlottesville, VA",38.026588,-78.48045,1,place,,,,,Charlottesville,VA,Charlottesville city,22902,US,TIGER/Line® dataset from the US Census Bureau
"1300 GORDON AVE, Charlottesville, VA",38.039001,-78.495834,1,range_interpolation,1300,Gordon Ave,,,Charlottesville,VA,Albemarle County,22903,US,TIGER/Line® dataset from the US Census Bureau
"1000 JOHN WARNER PKWY, Charlottesville, VA",38.026588,-78.48045,0.33,place,,,,,Charlottesville,VA,Charlottesville city,22902,US,TIGER/Line® dataset from the US Census Bureau
"900 PRESTON AVE, Charlottesville, VA",38.037013,-78.489636,1,rooftop,900,Preston Ave,,,Charlottesville,VA,Albemarle County,22902,US,City of Charlottesville
"900 EMMET ST N, Charlottesville, VA",38.048623,-78.503011,1,rooftop,900,Emmet St N,,,Charlottesville,VA,Albemarle County,22903,US,City of Charlottesville
"1100 5TH ST SW, Charlottesville, VA",38.014495,-78.50005,1,range_interpolation,1100,5th St SW,,,Charlottesville,VA,Albemarle County,22902,US,TIGER/Line® dataset from the US Census Bureau
"2200 GREENBRIER DR, Charlottesville, VA",38.062023,-78.469685,1,rooftop,2200,Greenbrier Dr,,,Charlottesville,VA,Albemarle County,22901,US,City of Charlottesville
"1300 RIVERDALE DR, Charlottesville, VA",38.035166,-78.461418,1,range_interpolation,1300,Riverdale Dr,,,Charlottesville,VA,Albemarle County,22902,US,TIGER/Line® dataset from the US Census Bureau
"1600 MADISON AVE, Charlottesville, VA",38.04177,-78.486691,1,range_interpolation,1600,Madison Ave,,,Charlottesville,VA,Albemarle County,22903,US,TIGER/Line® dataset from the US Census Bureau
"100 HURST LN, Charlottesville, VA",38.018273,-78.498381,1,rooftop,100,Hurst Ln,,,Charlottesville,VA,Albemarle County,22903,US,Virginia Geographic Information Network (VGIN)
"500 PATON ST, Charlottesville, VA",38.026937,-78.501907,0.8,nearest_rooftop_match,508,Paton St,,,Charlottesville,VA,Albemarle County,22903,US,Virginia Geographic Information Network (VGIN)
"600 PRESTON AVE, Charlottesville, VA",38.034938,-78.486011,1,rooftop,600,Preston Ave,,,Charlottesville,VA,Albemarle County,22903,US,City of Charlottesville
"700 WALKER SQ, Charlottesville, VA",38.030203,-78.491156,1,rooftop,700,Walker Sq,,,Charlottesville,VA,Albemarle County,22902,US,City of Charlottesville
"1200 6TH ST SE, Charlottesville, VA",38.020692,-78.484907,1,rooftop,1200,6th St SE,,,Charlottesville,VA,Albemarle County,22902,US,City of Charlottesville
"200 W MARKET ST, Charlottesville, VA",38.031667,-78.482066,1,rooftop,200,W Market St,,,Charlottesville,VA,Albemarle County,22902,US,City of Charlottesville
"900 RIVER RD, Charlottesville, VA",38.035852,-78.457354,1,rooftop,900,River Rd,,,Charlottesville,VA,Albemarle County,22901,US,City of Charlottesville
"900 BOLLING AVE, Charlottesville, VA",38.021969,-78.476522,1,range_interpolation,900,Bolling Ave,,,Charlottesville,VA,Albemarle County,22902,US,TIGER/Line® dataset from the US Census Bureau
"1100 E HIGH ST, Charlottesville, VA",38.03154,-78.47007,1,rooftop,1100,E High St,,,Charlottesville,VA,Albemarle County,22902,US,City of Charlottesville
"1000 PARK ST, Charlottesville, VA",38.040967,-78.470963,1,rooftop,1000,Park St,,,Charlottesville,VA,Albemarle County,22901,US,City of Charlottesville
"100 JEFFERSON ST, Charlottesville, VA",38.032361,-78.481409,1,range_interpolation,100,Jefferson St,,,Charlottesville,VA,Albemarle County,22902,US,TIGER/Line® dataset from the US Census Bureau
"100 LANKFORD AVE, Charlottesville, VA",38.021191,-78.487098,1,rooftop,100,Lankford Ave,,,Charlottesville,VA,Albemarle County,22902,US,City of Charlottesville
"1300 RIVERDALE DR, Charlottesville, VA",38.035166,-78.461418,1,range_interpolation,1300,Riverdale Dr,,,Charlottesville,VA,Albemarle County,22902,US,TIGER/Line® dataset from the US Census Bureau
"1100 5TH ST SW, Charlottesville, VA",38.014495,-78.50005,1,range_interpolation,1100,5th St SW,,,Charlottesville,VA,Albemarle County,22902,US,TIGER/Line® dataset from the US Census Bureau
"700 NASSAU ST, Charlottesville, VA",38.01939,-78.466963,1,range_interpolation,700,Nassau St,,,Charlottesville,VA,Albemarle County,22902,US,TIGER/Line® dataset from the US Census Bureau
"200 EMMET ST S, Charlottesville, VA",38.038465,-78.506988,1,range_interpolation,200,Emmet St S,,,Charlottesville,VA,Albemarle County,22903,US,TIGER/Line® dataset from the US Census Bureau
"600 DICE ST, Charlottesville, VA",38.029163,-78.489832,1,rooftop,600,Dice St,,,Charlottesville,VA,Albemarle County,22903,US,City of Charlottesville
"300 E MARKET ST, Charlottesville, VA",38.030905,-78.479564,1,rooftop,300,E Market St,,,Charlottesville,VA,Albemarle County,22902,US,City of Charlottesville
"700 PROSPECT AVE, Charlottesville, VA",38.024646,-78.494399,1,rooftop,700,Prospect Ave,,,Charlottesville,VA,Albemarle County,22903,US,Virginia Geographic Information Network (VGIN)
"NA MEADE AVE / E JEFFERSON ST, Charlottesville, VA",38.026588,-78.48045,1,place,,,,,Charlottesville,VA,Charlottesville city,22902,US,TIGER/Line® dataset from the US Census Bureau
"1300 W MAIN ST, Charlottesville, VA",38.033404,-78.49779,1,range_interpolation,1300,Main St W,,,Charlottesville,VA,Albemarle County,22903,US,TIGER/Line® dataset from the US Census Bureau
"600 MARKET ST, Charlottesville, VA",38.030267,-78.477549,0.8,range_interpolation,600,Market St E,,,Charlottesville,VA,Albemarle County,22902,US,TIGER/Line® dataset from the US Census Bureau
"1200 EMMET ST N, Charlottesville, VA",38.052819,-78.498406,1,rooftop,1200,Emmet St N,,,Charlottesville,VA,Albemarle County,22903,US,City of Charlottesville
"100 LANKFORD AVE, Charlottesville, VA",38.021191,-78.487098,1,rooftop,100,Lankford Ave,,,Charlottesville,VA,Albemarle County,22902,US,City of Charlottesville
"500 PARK ST, Charlottesville, VA",38.03394,-78.475337,1,rooftop,500,Park St,,,Charlottesville,VA,Albemarle County,22902,US,City of Charlottesville
"300 HILLSDALE DR, Charlottesville, VA",38.073473,-78.477379,0.6,street_center,,Hillsdale Dr,,,Charlottesville,VA,Albemarle County,22901,US,TIGER/Line® dataset from the US Census Bureau
"200 E MAIN ST, Charlottesville, VA",38.030391,-78.480746,1,range_interpolation,200,E Main St,,,Charlottesville,VA,Albemarle County,22902,US,TIGER/Line® dataset from the US Census Bureau
"800 LOCUST AVE, Charlottesville, VA",38.035277,-78.468772,1,range_interpolation,800,Locust Ave,,,Charlottesville,VA,Albemarle County,22902,US,TIGER/Line® dataset from the US Census Bureau
"2300 ANGUS RD, Charlottesville, VA",38.061269,-78.497998,1,rooftop,2300,Angus Rd,,,Charlottesville,VA,Albemarle County,22901,US,City of Charlottesville
"100 ELKHORN RD, Charlottesville, VA",38.020645,-78.501761,1,rooftop,100,Elkhorn Rd,,,Charlottesville,VA,Albemarle County,22903,US,City of Charlottesville
"400 RIDGE ST, Charlottesville, VA",38.027964,-78.486163,1,rooftop,400,Ridge St,,,Charlottesville,VA,Albemarle County,22903,US,City of Charlottesville
"900 ANDERSON ST, Charlottesville, VA",38.035698,-78.490828,1,range_interpolation,900,Anderson St,,,Charlottesville,VA,Albemarle County,22903,US,TIGER/Line® dataset from the US Census Bureau
"1000 EMMET ST N, Charlottesville, VA",38.050253,-78.50248,1,rooftop,1000,Emmet St N,,,Charlottesville,VA,Albemarle County,22903,US,Virginia Geographic Information Network (VGIN)
"100 STRATFORD CT, Charlottesville, VA",38.026284,-78.508749,1,range_interpolation,100,Stratford Ct,,,Charlottesville,VA,Albemarle County,22903,US,TIGER/Line® dataset from the US Census Bureau
"300 10TH ST NW, Charlottesville, VA",38.03523,-78.493175,1,rooftop,300,10th St NW,,,Charlottesville,VA,Albemarle County,22903,US,City of Charlottesville
"500 HARRIS ST, Charlottesville, VA",38.014946,-78.503703,0.6,range_interpolation,500,Harris Rd,,,Charlottesville,VA,Albemarle County,22903,US,TIGER/Line® dataset from the US Census Bureau
"700 PINE ST, Charlottesville, VA",38.026547,-78.493803,1,range_interpolation,700,Pine St,,,Charlottesville,VA,Albemarle County,22903,US,TIGER/Line® dataset from the US Census Bureau
"1500 ROSA TER, Charlottesville, VA",38.019814,-78.486029,1,range_interpolation,1500,Rosa Ter,,,Charlottesville,VA,Albemarle County,22902,US,TIGER/Line® dataset from the US Census Bureau
"1600 6TH ST SE, Charlottesville, VA",38.016682,-78.485939,1,rooftop,1600,6th St SE,,,Charlottesville,VA,Albemarle County,22901,US,City of Charlottesville
"1400 BRIARCLIFF AVE, Charlottesville, VA",38.024393,-78.4987,1,range_interpolation,1400,Briarcliff Ave,,,Charlottesville,VA,Albemarle County,22903,US,TIGER/Line® dataset from the US Census Bureau
"400 CLEVELAND AVE, Charlottesville, VA",38.018608,-78.50799,0.6,nearest_rooftop_match,342,Cleveland Ave,,,Charlottesville,VA,Albemarle County,22903,US,City of Charlottesville
"1400 AVON ST, Charlottesville, VA",38.018774,-78.483294,0.9,range_interpolation,1400,Avon St,,,Charlottesville,VA,Albemarle County,22902,US,TIGER/Line® dataset from the US Census Bureau
"100 MAIN ST, Charlottesville, VA",38.030363,-78.481565,0.9,rooftop,100,E Main St,,,Charlottesville,VA,Albemarle County,22901,US,City of Charlottesville
"1000 CHERRY AVE, Charlottesville, VA",38.026722,-78.497519,1,rooftop,1000,Cherry Ave,,,Charlottesville,VA,Albemarle County,22903,US,City of Charlottesville
"800 W MAIN ST, Charlottesville, VA",38.031848,-78.490814,1,range_interpolation,800,W Main St,,,Charlottesville,VA,Albemarle County,22903,US,TIGER/Line® dataset from the US Census Bureau
"NA MONTICELLO AVE / RIDGE ST, Charlottesville, VA",38.026588,-78.48045,1,place,,,,,Charlottesville,VA,Charlottesville city,22902,US,TIGER/Line® dataset from the US Census Bureau
"1500 DAIRY RD, Charlottesville, VA",38.052849,-78.48642,1,range_interpolation,1500,Dairy Rd,,,Charlottesville,VA,Albemarle County,22903,US,TIGER/Line® dataset from the US Census Bureau
"2100 MICHIE DR, Charlottesville, VA",38.065057,-78.48225,1,rooftop,2100,Michie Dr,,,Charlottesville,VA,Albemarle County,22901,US,City of Charlottesville
"300 AVON ST, Charlottesville, VA",38.02679,-78.477406,1,rooftop,300,Avon St,,,Charlottesville,VA,Albemarle County,22901,US,City of Charlottesville
"400 JONES ST, Charlottesville, VA",38.028764,-78.498617,1,rooftop,400,Jones St,,,Charlottesville,VA,Albemarle County,22903,US,City of Charlottesville
"800 CHERRY AVE, Charlottesville, VA",38.028394,-78.4925,1,range_interpolation,800,Cherry Ave,,,Charlottesville,VA,Albemarle County,22903,US,TIGER/Line® dataset from the US Census Bureau
"800 W MAIN ST, Charlottesville, VA",38.031848,-78.490814,1,range_interpolation,800,W Main St,,,Charlottesville,VA,Albemarle County,22903,US,TIGER/Line® dataset from the US Census Bureau
"1600 MADISON AVE, Charlottesville, VA",38.04177,-78.486691,1,range_interpolation,1600,Madison Ave,,,Charlottesville,VA,Albemarle County,22903,US,TIGER/Line® dataset from the US Census Bureau
"800 CABELL AVE, Charlottesville, VA",38.042215,-78.496417,1,range_interpolation,800,Cabell Ave,,,Charlottesville,VA,Albemarle County,22903,US,TIGER/Line® dataset from the US Census Bureau
"NA PARK ST / PARK LN E, Charlottesville, VA",38.026588,-78.48045,1,place,,,,,Charlottesville,VA,Charlottesville city,22902,US,TIGER/Line® dataset from the US Census Bureau
"1200 CEDARS CT, Charlottesville, VA",38.055196,-78.5015,1,range_interpolation,1200,Cedars Ct,,,Charlottesville,VA,Albemarle County,22903,US,TIGER/Line® dataset from the US Census Bureau
"300 FAIRWAY AVE, Charlottesville, VA",38.025804,-78.462966,1,range_interpolation,300,Fairway Ave,,,Charlottesville,VA,Albemarle County,22902,US,TIGER/Line® dataset from the US Census Bureau
"200 W WATER ST, Charlottesville, VA",38.030184,-78.482828,1,rooftop,200,W Water St,,,Charlottesville,VA,Albemarle County,22902,US,City of Charlottesville
"2100 IVY RD, Charlottesville, VA",38.042471,-78.511905,1,rooftop,2100,Ivy Rd,,,Charlottesville,VA,Albemarle County,22902,US,City of Charlottesville
"2200 JEFFERSON PARK AVE, Charlottesville, VA",38.025169,-78.514956,1,range_interpolation,2200,Jefferson Park Ave,,,Charlottesville,VA,Albemarle County,22903,US,TIGER/Line® dataset from the US Census Bureau
"600 E WATER ST, Charlottesville, VA",38.028772,-78.477348,1,rooftop,600,E Water St,,,Charlottesville,VA,Albemarle County,22903,US,City of Charlottesville
"1600 MADISON AVE, Charlottesville, VA",38.04177,-78.486691,1,range_interpolation,1600,Madison Ave,,,Charlottesville,VA,Albemarle County,22903,US,TIGER/Line® dataset from the US Census Bureau
"300 SPRUCE ST, Charlottesville, VA",38.025191,-78.471217,1,range_interpolation,300,Spruce St,,,Charlottesville,VA,Albemarle County,22902,US,TIGER/Line® dataset from the US Census Bureau
"1300 HAMPTON ST, Charlottesville, VA",38.020609,-78.471104,1,range_interpolation,1300,Hampton St,,,Charlottesville,VA,Albemarle County,22902,US,TIGER/Line® dataset from the US Census Bureau
"500 HARRIS RD, Charlottesville, VA",38.014946,-78.503703,1,range_interpolation,500,Harris Rd,,,Charlottesville,VA,Albemarle County,22903,US,TIGER/Line® dataset from the US Census Bureau
"1100 5TH ST SW, Charlottesville, VA",38.014495,-78.50005,1,range_interpolation,1100,5th St SW,,,Charlottesville,VA,Albemarle County,22902,US,TIGER/Line® dataset from the US Census Bureau
"100 250 BYPASS, Charlottesville, VA",38.026588,-78.48045,0.33,place,,,,,Charlottesville,VA,Charlottesville city,22902,US,TIGER/Line® dataset from the US Census Bureau
"600 MCINTIRE RD, Charlottesville, VA",38.036748,-78.479032,1,rooftop,600,McIntire Rd,,,Charlottesville,VA,Albemarle County,22902,US,City of Charlottesville
"1600 EMMET ST, Charlottesville, VA",38.057817,-78.493732,0.9,rooftop,1600,Emmet St N,,,Charlottesville,VA,Albemarle County,22901,US,City of Charlottesville
"2000 IVY RD, Charlottesville, VA",38.041645,-78.509653,1,range_interpolation,2000,Ivy Rd,,,Charlottesville,VA,Albemarle County,22903,US,TIGER/Line® dataset from the US Census Bureau
"600 E MARKET ST, Charlottesville, VA",38.030267,-78.477549,1,range_interpolation,600,Market St E,,,Charlottesville,VA,Albemarle County,22902,US,TIGER/Line® dataset from the US Census Bureau
"600 E MARKET ST, Charlottesville, VA",38.030267,-78.477549,1,range_interpolation,600,Market St E,,,Charlottesville,VA,Albemarle County,22902,US,TIGER/Line® dataset from the US Census Bureau
"600 E MARKET ST, Charlottesville, VA",38.030267,-78.477549,1,range_interpolation,600,Market St E,,,Charlottesville,VA,Albemarle County,22902,US,TIGER/Line® dataset from the US Census Bureau
"500 W MAIN ST, Charlottesville, VA",38.030788,-78.487892,1,rooftop,500,W Main St,,,Charlottesville,VA,Albemarle County,22903,US,Virginia Geographic Information Network (VGIN)
"400 GARRETT ST, Charlottesville, VA",38.027754,-78.481638,1,rooftop,400,Garrett St,,,Charlottesville,VA,Albemarle County,22902,US,Virginia Geographic Information Network (VGIN)
"1100 GRADY AVE, Charlottesville, VA",38.039136,-78.49401,0.81,nearest_rooftop_match,1104,Grady Ave,,,Charlottesville,VA,Albemarle County,22903,US,City of Charlottesville
"700 ROCKLAND AVE, Charlottesville, VA",38.017903,-78.48365,1,rooftop,700,Rockland Ave,,,Charlottesville,VA,Albemarle County,22902,US,City of Charlottesville
"800 CHERRY AVE, Charlottesville, VA",38.028394,-78.4925,1,range_interpolation,800,Cherry Ave,,,Charlottesville,VA,Albemarle County,22903,US,TIGER/Line® dataset from the US Census Bureau
"900 1ST ST, Charlottesville, VA",38.023473,-78.485705,1,range_interpolation,900,1st St,,,Charlottesville,VA,Albemarle County,22902,US,TIGER/Line® dataset from the US Census Bureau
"700 ORANGEDALE AVE, Charlottesville, VA",38.024675,-78.495376,1,rooftop,700,Orangedale Ave,,,Charlottesville,VA,Albemarle County,22903,US,City of Charlottesville
"600 MARKET ST, Charlottesville, VA",38.030267,-78.477549,0.8,range_interpolation,600,Market St E,,,Charlottesville,VA,Albemarle County,22902,US,TIGER/Line® dataset from the US Census Bureau
"600 E MARKET ST, Charlottesville, VA",38.030267,-78.477549,1,range_interpolation,600,Market St E,,,Charlottesville,VA,Albemarle County,22902,US,TIGER/Line® dataset from the US Census Bureau
"1500 DAIRY RD, Charlottesville, VA",38.052849,-78.48642,1,range_interpolation,1500,Dairy Rd,,,Charlottesville,VA,Albemarle County,22903,US,TIGER/Line® dataset from the US Census Bureau
"700 STONEHENGE AVE, Charlottesville, VA",38.018501,-78.482394,1,range_interpolation,700,Stonehenge Ave,,,Charlottesville,VA,Albemarle County,22902,US,TIGER/Line® dataset from the US Census Bureau
"800 W MAIN ST, Charlottesville, VA",38.031848,-78.490814,1,range_interpolation,800,W Main St,,,Charlottesville,VA,Albemarle County,22903,US,TIGER/Line® dataset from the US Census Bureau
"900 1ST ST, Charlottesville, VA",38.023473,-78.485705,1,range_interpolation,900,1st St,,,Charlottesville,VA,Albemarle County,22902,US,TIGER/Line® dataset from the US Census Bureau
"100 BAKER ST N, Charlottesville, VA",38.026099,-78.502883,0.9,rooftop,100,N Baker St,,,Charlottesville,VA,Albemarle County,22903,US,City of Charlottesville
"500 HARRIS RD, Charlottesville, VA",38.014946,-78.503703,1,range_interpolation,500,Harris Rd,,,Charlottesville,VA,Albemarle County,22903,US,TIGER/Line® dataset from the US Census Bureau
